ID,Artist,Track,Tags
"5W7BcYDIaeXnpG3e39T7hJ","Lil Wayne","How To Love","Hip-Hop, Lil Wayne, hip hop, 2011, rap"
"6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","MySpotigramBot, Diss, Hip-Hop, diss track, hip hop"
"4c5Cd6pkg7qqzSAXjsBapX","Lil Wayne","How To Love","Hip-Hop, Lil Wayne, hip hop, 2011, rap"
"3LmvfNUQtglbTrydsdIqFU","Mariah Carey","We Belong Together","Mariah Carey, pop, rnb, female vocalists, soul"
"3sTWGcvCD0u2aqTMuIE9cy","Girl Talk","Too Deep","Hip-Hop, mashup, electronic, dance, mash-up"
"3QaPy1KgI7nu9FJEQUgn6h","Billie Eilish","WILDFLOWER","edu e marco, peter, pop, dream pop, indie folk"
"6g6W3pMAFbp2FS1QCijkpM","Kendrick Lamar","Super Bowl LIX Halftime Show - Live","kendrick lamar, simon-approved"
"75bsrBtmM57lhi55yOfzBL","Kendrick Lamar","tv off","mustard, rap, kendrick lamar, west coast hip hop, 2024"
"0FIDCNYYjNvPVimz5icugS","The Weeknd","Timeless","pop punk, trap, pop rap, furry, new jazz"
"0aB0v4027ukVziUGwVGYpG","Kendrick Lamar","tv off","mustard, rap, kendrick lamar, west coast hip hop, 2024"
